track_name,latitude,longitude,color
CT,37.3430804,-107.9246373,#00AA00
CT,37.3431776,-107.9246949,#00AA00
CT,37.3432405,-107.9247754,#00AA00
CT,37.3433103,-107.9248296,#00AA00
CT,37.3434242,-107.9249238,#00AA00
CT,37.3438396,-107.9249995,#00AA00
CT,37.3440284,-107.9250479,#00AA00
CT,37.3442545,-107.925073,#00AA00
CT,37.3444066,-107.9250699,#00AA00
CT,37.344588,-107.925111,#00AA00
CT,37.3447315,-107.9251403,#00AA00
CT,37.3449116,-107.9251801,#00AA00
CT,37.3450061,-107.9251952,#00AA00
CT,37.345218,-107.9252308,#00AA00
CT,37.3453801,-107.9253454,#00AA00
CT,37.3455298,-107.9254725,#00AA00
CT,37.3455553,-107.9255016,#00AA00
CT,37.3456101,-107.925526,#00AA00
CT,37.3456715,-107.9256035,#00AA00
CT,37.3457695,-107.9256623,#00AA00
CT,37.3458534,-107.9257465,#00AA00
CT,37.3459473,-107.9258464,#00AA00
CT,37.3460311,-107.9259745,#00AA00
CT,37.3460964,-107.9261299,#00AA00
CT,37.3462014,-107.9262546,#00AA00
CT,37.3462256,-107.9263064,#00AA00
CT,37.3464022,-107.9263648,#00AA00
CT,37.3464794,-107.9264436,#00AA00
CT,37.3465936,-107.9265328,#00AA00
CT,37.3467076,-107.9265439,#00AA00
CT,37.34681,-107.9265721,#00AA00
CT,37.3468597,-107.9266235,#00AA00
CT,37.3468634,-107.9267475,#00AA00
CT,37.3468849,-107.9268273,#00AA00
CT,37.3470731,-107.9272979,#00AA00
CT,37.3472372,-107.927564,#00AA00
CT,37.3474929,-107.9277993,#00AA00
CT,37.3475995,-107.9278342,#00AA00
CT,37.3477248,-107.9278143,#00AA00
CT,37.3479781,-107.9278192,#00AA00
CT,37.3482278,-107.9279097,#00AA00
CT,37.3484812,-107.9280436,#00AA00
CT,37.3488554,-107.9281736,#00AA00
CT,37.3490481,-107.9280662,#00AA00
CT,37.3491874,-107.9279398,#00AA00
CT,37.3492848,-107.9278843,#00AA00
CT,37.3493497,-107.9277561,#00AA00
CT,37.3494161,-107.9277209,#00AA00
CT,37.3494931,-107.9277065,#00AA00
CT,37.3496709,-107.9276773,#00AA00
CT,37.3497325,-107.9277056,#00AA00
CT,37.3498061,-107.9277198,#00AA00
CT,37.3499761,-107.9276839,#00AA00
CT,37.3500884,-107.9275042,#00AA00
CT,37.3502767,-107.9273088,#00AA00
CT,37.3503319,-107.9272064,#00AA00
CT,37.3503919,-107.9271332,#00AA00
CT,37.3505062,-107.927087,#00AA00
CT,37.3505891,-107.9269725,#00AA00
CT,37.3507445,-107.9269581,#00AA00
CT,37.3511562,-107.9269155,#00AA00
CT,37.3512911,-107.9269082,#00AA00
CT,37.3514133,-107.926954,#00AA00
CT,37.3516638,-107.9270264,#00AA00
CT,37.3518484,-107.9271515,#00AA00
CT,37.3519137,-107.9272168,#00AA00
CT,37.3520309,-107.9272541,#00AA00
CT,37.3520902,-107.927316,#00AA00
CT,37.3522495,-107.9274355,#00AA00
CT,37.3523411,-107.927548,#00AA00
CT,37.3524377,-107.9275947,#00AA00
CT,37.3526839,-107.927602,#00AA00
CT,37.3530531,-107.9274681,#00AA00
CT,37.3531429,-107.9273291,#00AA00
CT,37.3532844,-107.927234,#00AA00
CT,37.353441,-107.9272969,#00AA00
CT,37.3536612,-107.9273377,#00AA00
CT,37.354104,-107.9273596,#00AA00
CT,37.3544069,-107.9273414,#00AA00
CT,37.3544715,-107.9273903,#00AA00
CT,37.3546565,-107.9274806,#00AA00
CT,37.3547927,-107.9274745,#00AA00
CT,37.354845,-107.9274898,#00AA00
CT,37.3548767,-107.9275403,#00AA00
CT,37.3548998,-107.9276383,#00AA00
CT,37.3548815,-107.9276872,#00AA00
CT,37.3547465,-107.9278799,#00AA00
CT,37.3547529,-107.9279683,#00AA00
CT,37.3545944,-107.9279352,#00AA00
CT,37.3544946,-107.9279321,#00AA00
CT,37.3543864,-107.9279658,#00AA00
CT,37.3540469,-107.9279719,#00AA00
CT,37.3537865,-107.9280469,#00AA00
CT,37.3535515,-107.9282578,#00AA00
CT,37.3532877,-107.9283729,#00AA00
CT,37.3530772,-107.9284984,#00AA00
CT,37.3530285,-107.9286071,#00AA00
CT,37.3529422,-107.9286668,#00AA00
CT,37.352874,-107.9286806,#00AA00
CT,37.3527694,-107.9287051,#00AA00
CT,37.3526951,-107.9287643,#00AA00
CT,37.3524458,-107.9288688,#00AA00
CT,37.3520844,-107.9289791,#00AA00
CT,37.3516074,-107.9291842,#00AA00
CT,37.3514322,-107.9292515,#00AA00
CT,37.3513519,-107.929279,#00AA00
CT,37.3512522,-107.9293709,#00AA00
CT,37.3512376,-107.9294551,#00AA00
CT,37.3512643,-107.9295301,#00AA00
CT,37.3513142,-107.9295377,#00AA00
CT,37.351397,-107.9295209,#00AA00
CT,37.3515271,-107.9294811,#00AA00
CT,37.3516744,-107.9294612,#00AA00
CT,37.352144,-107.9293739,#00AA00
CT,37.3524956,-107.929328,#00AA00
CT,37.3528932,-107.9293672,#00AA00
